0.083496,-0.76758,0.62256
0.083008,-0.77197,0.62061
0.085449,-0.77148,0.61865
0.077148,-0.77295,0.62305
0.07959,-0.771,0.62012
0.086914,-0.76758,0.62695
0.083496,-0.77539,0.62109
0.085449,-0.77246,0.62402
0.086914,-0.77441,0.62988
0.085938,-0.771,0.62549
0.083984,-0.77002,0.62207
0.083008,-0.76855,0.62256
0.083496,-0.76514,0.61816
0.084961,-0.76465,0.62598
0.082031,-0.771,0.62354
0.07959,-0.77637,0.62012
0.080566,-0.77539,0.62646
0.086426,-0.77393,0.62012
0.085938,-0.7749,0.62598
0.088379,-0.76855,0.62256
0.084961,-0.76465,0.62695
0.082031,-0.771,0.62451
0.083008,-0.76904,0.63281
0.081055,-0.76807,0.61914
0.085449,-0.77002,0.62305
0.083496,-0.77148,0.61963
0.085938,-0.771,0.62109
0.08252,-0.7793,0.62744
0.083496,-0.76904,0.62939
0.081055,-0.7627,0.625
0.086426,-0.76514,0.62842
0.084473,-0.77148,0.62842
0.080566,-0.77832,0.62695
0.079102,-0.77393,0.62695
0.083984,-0.77441,0.62549
0.083496,-0.76074,0.62354
0.075684,-0.76465,0.62256
0.081543,-0.76172,0.62305
0.087891,-0.77148,0.625
0.076172,-0.77686,0.60938
0.084961,-0.77979,0.61279
0.086914,-0.77393,0.60986
0.089355,-0.76465,0.61572
0.082031,-0.77539,0.62109
0.080078,-0.76758,0.62256
0.080078,-0.75879,0.62451
0.080566,-0.76465,0.63428
0.065918,-0.7832,0.62549
0.076172,-0.78564,0.62305
0.081543,-0.77344,0.61768
0.078613,-0.77588,0.62402
0.075195,-0.77539,0.62842
0.06543,-0.78125,0.62549
0.056641,-0.7832,0.62109
0.071777,-0.76074,0.61133
0.078125,-0.76855,0.62012
0.086426,-0.75586,0.625
0.086426,-0.73877,0.61621
0.080566,-0.75244,0.62646
0.074219,-0.771,0.63135
0.080566,-0.75098,0.63477
0.078613,-0.75049,0.63916
0.069336,-0.77832,0.62988
0.066406,-0.7832,0.63525
0.063477,-0.77588,0.62842
0.057129,-0.76318,0.63574
0.073242,-0.76563,0.62988
0.082031,-0.76953,0.62207
0.083008,-0.76074,0.62598
0.074219,-0.76758,0.61572
0.070313,-0.76611,0.62354
0.072266,-0.76318,0.62891
0.065918,-0.77441,0.6377
0.069336,-0.76514,0.64014
0.066895,-0.76611,0.63379
0.065918,-0.77441,0.62891
0.075195,-0.7666,0.62402
0.082031,-0.76611,0.62207
0.076172,-0.76611,0.62744
0.0625,-0.76123,0.62354
0.063477,-0.77344,0.62549
0.066406,-0.77197,0.61914
0.077148,-0.76563,0.62598
0.072754,-0.76807,0.62988
0.070313,-0.78076,0.63184
0.065918,-0.76807,0.6377
0.0625,-0.76904,0.62744
0.06543,-0.76855,0.62842
0.07373,-0.76465,0.62109
0.075195,-0.77393,0.62061
0.071289,-0.76563,0.61865
0.071777,-0.76074,0.62012
0.072266,-0.76514,0.62207
0.067383,-0.76318,0.62939
0.064941,-0.7749,0.63086
0.069824,-0.77002,0.63086
0.070313,-0.76563,0.62646
0.074219,-0.76367,0.62305
0.069824,-0.76074,0.62939
0.061035,-0.77051,0.62695
0.060547,-0.76709,0.62598
0.069336,-0.77393,0.63037
0.065918,-0.76904,0.62158
0.072754,-0.76318,0.62061
0.072754,-0.77246,0.62354
0.070313,-0.77148,0.62109
0.070313,-0.76514,0.62305
0.068359,-0.76074,0.62744
0.067383,-0.76563,0.63574
0.066895,-0.77051,0.62842
0.067383,-0.771,0.63184
0.064941,-0.76465,0.62646
0.066406,-0.76514,0.62305
0.073242,-0.75977,0.62354
0.069824,-0.76318,0.62695
0.066895,-0.76416,0.62939
0.067383,-0.77295,0.62646
0.067871,-0.76953,0.62549
0.072754,-0.77539,0.62646
0.067871,-0.771,0.62256
0.068848,-0.76758,0.63477
0.070801,-0.76807,0.63281
0.074707,-0.76758,0.62842
0.070801,-0.76416,0.62988
0.067383,-0.76611,0.62891
0.066895,-0.76807,0.62354
0.069336,-0.76563,0.62793
0.062988,-0.76367,0.62646
0.067871,-0.76514,0.62598
0.068848,-0.76953,0.62451
0.068359,-0.7666,0.62939
0.067383,-0.76807,0.62207
0.064453,-0.76465,0.62988
0.066406,-0.7627,0.62939
0.066895,-0.76709,0.63184
